symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,hold_days,exit_reason,t_statistic,composite_score,kelly_fraction,regime,composite_proxy,health_proxy
OXY,2022-02-28,2022-03-07,43.76,55.34,82,949.75,0.2647,5,profit_target,0.3521,0.8275,0.0312,NEUTRAL/TRENDING,2.0,1.0
B,2022-02-14,2022-03-08,21.1,24.85,107,400.99,0.1776,15,profit_target,0.3477,0.8957,0.0195,NEUTRAL/TRENDING,1.998,1.0
MO,2022-02-24,2022-03-10,49.58,50.77,73,86.6,0.0239,10,trail_profit,0.4195,0.7113,0.0314,NEUTRAL/MIXED,1.137,0.008
VZ,2022-02-25,2022-03-10,54.17,53.37,67,-53.91,-0.0149,9,trail_loss,0.3842,0.7138,0.0316,NEUTRAL/MIXED,0.853,-0.313
NEE,2022-02-28,2022-03-10,78.29,79.24,47,44.71,0.0121,8,trail_profit,0.5113,0.9744,0.032,NEUTRAL/TRENDING,1.173,0.495
DVN,2022-02-18,2022-03-14,54.84,55.36,68,35.54,0.0095,15,trail_profit,0.4918,1.0442,0.0321,NEUTRAL/TRENDING,1.856,0.145
KMI,2022-03-03,2022-03-14,18.41,17.71,126,-87.88,-0.0379,7,trail_loss,0.4665,1.0542,0.02,NEUTRAL/TRENDING,1.796,-0.266
EQT,2022-02-15,2022-03-15,23.12,24.48,99,134.5,0.0588,19,trail_profit,0.4158,0.9303,0.0198,NEUTRAL/TRENDING,1.864,0.021
CSCO,2022-02-25,2022-03-15,56.09,54.53,65,-101.32,-0.0278,12,trail_loss,0.5016,0.79,0.0321,NEUTRAL/TRENDING,0.472,-0.388
XOM,2022-03-10,2022-03-15,85.41,76.71,27,-234.86,-0.1018,3,trail_loss,0.552,1.1703,0.02,NEUTRAL/TRENDING,1.748,-0.357
SOXS,2022-02-24,2022-03-16,4.41,4.39,812,-15.94,-0.0045,14,trail_loss,0.3365,0.6791,0.031,NEUTRAL/MIXED,1.122,-0.048
SLB,2022-03-10,2022-03-16,43.42,39.5,53,-207.71,-0.0903,4,trail_loss,0.4341,1.0331,0.0197,NEUTRAL/TRENDING,1.174,-0.672
IREN,2022-03-14,2022-03-18,15.51,13.25,156,-353.16,-0.146,4,trail_loss,0.7304,1.468,0.0206,NEUTRAL/TRENDING,0.647,-0.724
SQQQ,2022-03-15,2022-03-21,46.61,38.47,101,-822.31,-0.1747,4,trail_loss,0.5158,1.0578,0.0401,NEUTRAL/TRENDING,0.615,-0.901
RBLX,2022-03-21,2022-03-28,46.65,46.19,101,-46.11,-0.0098,5,trail_loss,0.6559,1.0251,0.0409,NEUTRAL/TRENDING,-0.142,-0.171
CIFR,2022-03-16,2022-03-29,2.94,3.76,785,646.15,0.28,9,profit_target,0.474,0.9077,0.0198,NEUTRAL/MIXED,1.638,0.845
PFE,2022-03-14,2022-03-31,52.29,51.95,45,-15.25,-0.0065,13,trail_loss,0.5052,1.237,0.02,NEUTRAL/TRENDING,1.807,0.072
SCHW,2022-03-16,2022-03-31,89.01,84.85,25,-103.91,-0.0467,11,trail_loss,0.4232,0.8975,0.0196,NEUTRAL/TRENDING,1.286,-0.125
TSCO,2022-03-07,2022-04-01,227.41,228.79,10,13.78,0.0061,19,trail_profit,0.4275,1.0499,0.0198,NEUTRAL/TRENDING,1.62,0.144
BMY,2022-03-15,2022-04-04,69.77,73.76,66,263.54,0.0572,14,profit_target,0.4405,0.9831,0.0394,NEUTRAL/TRENDING,1.3,0.559
NEE,2022-03-10,2022-04-05,80.2,86.3,29,176.81,0.076,18,profit_target,0.6815,1.1742,0.0204,NEUTRAL/TRENDING,1.718,0.681
NVDA,2022-03-18,2022-04-05,264.57,258.63,14,-83.14,-0.0224,12,trail_loss,0.5068,0.9493,0.0322,NEUTRAL/TRENDING,1.995,-0.102
HAL,2022-03-08,2022-04-06,36.28,37.33,64,67.18,0.0289,21,trail_profit,0.416,1.0225,0.0197,NEUTRAL/TRENDING,1.858,0.052
UBER,2022-03-29,2022-04-06,37.19,32.55,126,-584.04,-0.1246,6,hard_stop,0.5044,0.73,0.0402,NEUTRAL/TRENDING,1.772,-0.656
ORCL,2022-03-15,2022-04-07,80.65,81.53,57,50.12,0.0109,17,momentum_break,0.47,1.0318,0.0397,NEUTRAL/TRENDING,1.41,-0.094
DT,2022-03-28,2022-04-07,47.76,45.46,98,-225.04,-0.0481,8,trail_loss,0.5006,0.7282,0.0402,NEUTRAL/TRENDING,1.532,-0.735
PLTR,2022-03-31,2022-04-07,13.73,12.65,336,-363.85,-0.0789,5,trail_loss,0.3857,0.6966,0.0395,NEUTRAL/TRENDING,2.0,-0.512
T,2022-04-04,2022-04-11,24.2,23.44,190,-143.52,-0.0312,5,trail_loss,0.4146,0.6726,0.0396,NEUTRAL/MIXED,0.077,0.097
CCL,2022-04-05,2022-04-11,20.24,18.0,115,-257.41,-0.1106,4,trail_loss,0.4465,0.7538,0.02,NEUTRAL/TRENDING,1.151,-0.854
EXC,2022-03-31,2022-04-12,47.66,48.12,96,43.81,0.0096,8,trail_profit,0.3116,0.7002,0.0393,NEUTRAL/TRENDING,1.782,0.354
XBI,2022-04-05,2022-04-12,93.24,87.91,24,-127.9,-0.0572,5,trail_loss,0.359,0.6585,0.0196,NEUTRAL/TRENDING,1.028,-0.851
NEE,2022-04-07,2022-04-13,87.12,84.73,52,-124.22,-0.0274,4,trail_loss,0.4032,0.7527,0.0396,NEUTRAL/TRENDING,1.067,-0.846
SQQQ,2022-04-06,2022-04-14,36.02,38.31,63,144.34,0.0636,6,trail_profit,0.3737,0.766,0.0196,NEUTRAL/TRENDING,-1.803,0.387
NVO,2022-04-07,2022-04-19,121.89,114.74,37,-264.45,-0.0586,7,trail_loss,0.3302,0.8159,0.0394,NEUTRAL/TRENDING,1.917,-0.758
FIS,2022-04-01,2022-04-22,103.44,100.08,44,-147.64,-0.0324,14,trail_loss,0.4238,0.6617,0.0395,NEUTRAL/TRENDING,1.784,0.166
VZ,2022-04-06,2022-04-22,53.24,52.67,43,-24.41,-0.0107,11,trail_loss,0.3775,0.8121,0.0198,NEUTRAL/TRENDING,0.683,0.603
CNQ,2022-04-14,2022-04-22,65.81,64.51,54,-70.07,-0.0197,5,trail_loss,0.368,0.7427,0.0311,NEUTRAL/TRENDING,1.861,0.12
XLP,2022-04-07,2022-04-25,78.41,78.98,56,31.85,0.0073,11,trail_profit,0.322,0.7043,0.0387,NEUTRAL/TRENDING,1.687,0.24
KO,2022-04-12,2022-04-25,64.6,64.76,34,5.41,0.0025,8,trail_profit,0.3348,0.7701,0.0195,NEUTRAL/TRENDING,1.82,0.153
MO,2022-04-12,2022-04-25,54.93,55.08,40,6.07,0.0028,8,trail_profit,0.279,0.6547,0.0192,NEUTRAL/TRENDING,1.565,0.299
AAL,2022-04-13,2022-04-26,18.95,19.14,189,36.58,0.0102,8,trail_profit,0.385,0.8433,0.0314,NEUTRAL/TRENDING,2.0,0.604
SMCI,2022-04-19,2022-04-27,44.62,42.91,81,-138.28,-0.0383,6,trail_loss,0.3636,1.0341,0.0316,NEUTRAL/TRENDING,1.005,-0.747
PPL,2022-04-25,2022-04-29,29.79,28.79,75,-74.73,-0.0334,4,trail_loss,0.3803,0.783,0.0196,NEUTRAL/TRENDING,1.152,-0.787
KO,2022-04-25,2022-05-02,65.99,62.91,33,-101.69,-0.0467,5,trail_loss,0.3057,0.6695,0.0193,NEUTRAL/TRENDING,1.476,-0.302
QID,2022-04-11,2022-05-04,19.6,20.33,117,85.07,0.0371,16,trail_profit,0.5267,1.2663,0.0201,NEUTRAL/TRENDING,1.279,0.154
SQQQ,2022-04-14,2022-05-04,40.61,41.89,91,116.16,0.0314,13,trail_profit,0.5955,1.3529,0.0324,NEUTRAL/TRENDING,1.819,0.072
CIFR,2022-04-27,2022-05-05,2.96,3.0,771,29.02,0.0127,6,trail_profit,0.5118,0.8917,0.0199,NEUTRAL/MIXED,-1.959,0.669
KWEB,2022-05-02,2022-05-05,28.86,26.71,79,-169.83,-0.0745,3,trail_loss,0.4687,1.0869,0.0199,NEUTRAL/TRENDING,-1.107,0.627
APH,2022-04-28,2022-05-06,73.64,69.54,30,-123.13,-0.0557,6,trail_loss,0.4449,0.8483,0.0197,NEUTRAL/TRENDING,-0.104,-0.464
QBTS,2022-04-26,2022-05-09,9.89,9.88,222,-2.68,-0.0012,9,trail_loss,0.2655,0.614,0.0192,NEUTRAL/MIXED,0.629,-0.603
QCOM,2022-04-28,2022-05-09,148.48,135.87,15,-189.15,-0.0849,7,trail_loss,0.5002,1.074,0.0201,NEUTRAL/TRENDING,0.182,-0.112
SOFI,2022-05-04,2022-05-09,7.15,6.2,658,-627.61,-0.1334,3,trail_loss,0.6897,1.0013,0.041,NEUTRAL/TRENDING,-2.0,0.015
AMD,2022-05-04,2022-05-09,99.54,89.28,46,-472.12,-0.1031,3,trail_loss,0.5461,0.9585,0.0401,NEUTRAL/TRENDING,-1.445,0.454
DKNG,2022-05-05,2022-05-09,14.43,12.44,164,-326.21,-0.1378,2,trail_loss,0.8084,1.2698,0.0207,NEUTRAL/TRENDING,-2.0,-0.257
DOW,2022-04-22,2022-05-10,68.53,65.64,32,-92.6,-0.0422,12,trail_loss,0.3435,0.9108,0.0195,NEUTRAL/TRENDING,1.676,-0.172
GLW,2022-04-26,2022-05-10,35.51,35.98,63,29.74,0.0133,10,momentum_break,0.3688,0.8824,0.0196,NEUTRAL/TRENDING,0.654,-0.023
RGTI,2022-04-29,2022-05-10,6.97,6.02,328,-310.34,-0.1357,7,trail_loss,0.4828,1.2708,0.02,NEUTRAL/TRENDING,1.865,-0.541
PINS,2022-05-05,2022-05-10,22.65,20.2,100,-245.01,-0.1082,3,trail_loss,0.5447,1.1326,0.0199,NEUTRAL/TRENDING,-0.517,-0.348
SOXS,2022-05-10,2022-05-16,54.61,51.28,39,-129.69,-0.0609,4,trail_loss,0.2638,0.7054,0.0192,NEUTRAL/TRENDING,1.153,-0.181
SOXL,2022-05-06,2022-05-20,23.32,19.78,99,-350.45,-0.1518,10,trail_loss,0.6675,1.1185,0.0205,NEUTRAL/MIXED,-1.984,-0.024
AMD,2022-05-11,2022-05-25,87.96,92.61,25,116.34,0.0529,10,momentum_break,0.5172,0.855,0.02,NEUTRAL/TRENDING,0.863,-0.426
CVE,2022-05-09,2022-05-26,18.74,22.04,117,386.56,0.1763,13,profit_target,0.3586,0.7733,0.0194,NEUTRAL/TRENDING,2.0,0.808
DVN,2022-05-09,2022-05-27,62.08,75.73,36,491.48,0.2199,14,profit_target,0.4711,1.0167,0.0199,NEUTRAL/TRENDING,1.868,0.764
QID,2022-05-12,2022-05-31,25.79,25.27,84,-43.57,-0.0201,12,trail_loss,0.2858,0.7058,0.0194,NEUTRAL/TRENDING,1.797,-0.884
SOFI,2022-05-10,2022-06-01,5.25,7.03,416,740.8,0.3392,15,trail_profit,0.3973,0.7412,0.0196,NEUTRAL/TRENDING,0.677,0.505
RGTI,2022-05-16,2022-06-03,7.42,8.23,304,244.99,0.1086,13,momentum_break,0.4932,1.1027,0.0201,NEUTRAL/TRENDING,2.0,0.042
OXY,2022-05-09,2022-06-06,57.87,68.82,40,437.95,0.1892,19,trail_profit,0.7003,1.3073,0.0205,NEUTRAL/TRENDING,1.8,0.554
NVTS,2022-05-20,2022-06-06,7.11,7.08,320,-9.0,-0.004,10,trail_loss,0.5094,0.9741,0.0201,NEUTRAL/TRENDING,1.069,0.634
CIFR,2022-06-01,2022-06-06,2.25,2.19,2052,-113.65,-0.0246,3,trail_loss,0.5445,0.9396,0.0404,NEUTRAL/TRENDING,-1.946,0.29
USB,2022-05-10,2022-06-09,49.36,50.44,44,47.52,0.0219,21,trail_profit,0.44,0.8137,0.0198,NEUTRAL/TRENDING,0.513,0.294
EWZ,2022-05-26,2022-06-09,35.53,33.2,127,-296.42,-0.0657,9,trail_loss,0.4287,0.7591,0.0398,NEUTRAL/TRENDING,1.849,-0.881
VALE,2022-05-27,2022-06-09,18.09,17.17,200,-183.0,-0.0506,8,trail_loss,0.4373,0.8238,0.0319,NEUTRAL/TRENDING,1.991,-0.316
EQT,2022-05-25,2022-06-10,46.89,47.93,47,48.69,0.0221,11,momentum_break,0.3632,0.9281,0.0198,NEUTRAL/TRENDING,2.0,-0.036
HAL,2022-05-31,2022-06-10,40.55,40.35,89,-17.94,-0.005,8,trail_loss,0.4171,0.7057,0.0318,NEUTRAL/TRENDING,1.996,0.379
TQQQ,2022-06-03,2022-06-10,32.15,28.65,114,-399.01,-0.1089,5,trail_loss,0.4689,0.7976,0.032,NEUTRAL/TRENDING,0.111,-0.654
SMCI,2022-06-06,2022-06-10,54.98,50.82,65,-270.68,-0.0757,4,trail_loss,0.3557,0.7634,0.0315,NEUTRAL/TRENDING,1.401,-0.869
QBTS,2022-05-11,2022-06-13,9.88,9.88,220,0.48,0.0002,22,trail_profit,0.4031,0.7716,0.0195,NEUTRAL/MIXED,0.282,0.69
JD,2022-06-06,2022-06-13,60.21,59.39,60,-49.47,-0.0137,5,trail_loss,0.3876,0.8358,0.0317,NEUTRAL/TRENDING,2.0,0.505
KWEB,2022-06-06,2022-06-13,30.69,30.29,116,-46.5,-0.0131,5,trail_loss,0.3638,0.7542,0.0314,NEUTRAL/TRENDING,2.0,0.519
UBER,2022-06-09,2022-06-13,25.45,22.02,87,-298.23,-0.1347,2,trail_loss,0.3629,0.7888,0.0196,NEUTRAL/TRENDING,0.398,-0.264
XBI,2022-06-09,2022-06-13,70.44,62.79,32,-244.7,-0.1086,2,trail_loss,0.4635,0.7864,0.0198,NEUTRAL/MIXED,0.765,-0.567
DT,2022-06-09,2022-06-16,42.41,37.44,51,-253.41,-0.1172,5,trail_loss,0.3058,0.7748,0.0193,NEUTRAL/TRENDING,1.941,-0.759
SHEL,2022-06-13,2022-06-16,55.97,53.53,39,-95.2,-0.0436,3,trail_loss,0.3753,0.5931,0.0195,NEUTRAL/TRENDING,-0.716,-0.692
SOXS,2022-06-10,2022-06-21,51.59,57.75,67,413.0,0.1195,6,trail_profit,0.316,0.8714,0.0311,NEUTRAL/MIXED,1.989,0.964
SQQQ,2022-06-10,2022-06-22,56.54,59.18,63,166.03,0.0466,7,momentum_break,0.4071,1.0946,0.0318,NEUTRAL/TRENDING,1.837,-0.236
QID,2022-06-10,2022-06-22,25.23,26.21,141,137.74,0.0387,7,momentum_break,0.3942,1.0577,0.0316,NEUTRAL/TRENDING,1.851,-0.191
JD,2022-06-13,2022-06-23,58.96,61.86,36,104.37,0.0492,7,momentum_break,0.3005,0.6911,0.0194,NEUTRAL/TRENDING,2.0,0.001
RBLX,2022-06-16,2022-06-28,24.71,34.45,90,876.85,0.3943,7,profit_target,0.5738,0.9834,0.02,NEUTRAL/MIXED,0.471,1.0
CIFR,2022-06-21,2022-06-28,1.7,1.41,1360,-395.55,-0.1711,5,trail_loss,0.6773,1.2702,0.0204,NEUTRAL/TRENDING,-2.0,-0.541
PLTR,2022-06-22,2022-06-30,9.01,8.77,247,-58.18,-0.0261,6,trail_loss,0.4282,0.9645,0.0198,NEUTRAL/TRENDING,1.808,0.158
BMY,2022-06-23,2022-07-01,77.72,75.79,28,-53.94,-0.0248,6,trail_loss,0.396,0.8659,0.0196,NEUTRAL/TRENDING,1.123,-0.17
CPNG,2022-06-21,2022-07-06,12.36,15.94,181,647.44,0.2894,10,profit_target,0.4633,0.9515,0.0198,NEUTRAL/MIXED,0.037,1.0
XBI,2022-06-17,2022-07-07,67.7,83.48,32,504.9,0.2331,12,profit_target,0.4766,1.047,0.0197,NEUTRAL/TRENDING,1.624,0.979
SOXS,2022-06-21,2022-07-07,60.31,64.32,37,148.55,0.0666,11,trail_profit,0.526,1.2876,0.0201,NEUTRAL/TRENDING,2.0,0.714
KWEB,2022-06-14,2022-07-11,31.42,32.45,69,70.76,0.0326,17,trail_profit,0.2457,0.6505,0.0192,NEUTRAL/TRENDING,1.784,-0.082
FXI,2022-06-15,2022-07-11,32.93,32.9,66,-2.22,-0.001,16,trail_loss,0.3733,0.9082,0.0195,NEUTRAL/TRENDING,1.582,0.014
VZ,2022-06-22,2022-07-11,50.87,50.62,43,-10.78,-0.0049,12,trail_loss,0.3998,0.9698,0.0198,NEUTRAL/TRENDING,0.556,-0.124
TQQQ,2022-06-30,2022-07-11,23.93,25.98,96,196.99,0.0858,6,trail_profit,0.6648,0.8709,0.0205,NEUTRAL/MIXED,-1.956,0.873
EXC,2022-07-01,2022-07-11,46.1,44.24,48,-89.37,-0.0404,5,trail_loss,0.342,0.7767,0.0197,NEUTRAL/TRENDING,-1.425,-0.48
RBLX,2022-06-28,2022-07-13,34.49,36.55,65,134.07,0.0598,10,trail_profit,0.491,1.1064,0.02,NEUTRAL/TRENDING,1.957,-0.011
IREN,2022-07-07,2022-07-14,3.64,3.3,1240,-426.12,-0.0944,5,trail_loss,0.393,0.7918,0.0395,NEUTRAL/TRENDING,-2.0,-0.194
TTD,2022-07-12,2022-07-14,45.15,40.83,49,-211.56,-0.0956,2,trail_loss,0.4572,0.6593,0.0197,NEUTRAL/MIXED,-1.277,0.071
RGTI,2022-07-11,2022-07-21,4.67,4.17,487,-241.94,-0.1064,8,trail_loss,0.368,0.779,0.0198,NEUTRAL/TRENDING,-1.489,-0.036
RIOT,2022-07-11,2022-07-21,4.86,7.63,470,1300.11,0.5692,8,profit_target,0.4552,0.7657,0.0199,NEUTRAL/TRENDING,1.087,1.0
TTD,2022-07-14,2022-07-25,41.24,46.17,54,266.27,0.1196,7,trail_profit,0.4831,0.7431,0.02,NEUTRAL/MIXED,-0.34,0.612
HOOD,2022-06-28,2022-07-26,8.86,8.45,259,-107.43,-0.0468,19,trail_loss,0.5745,1.2765,0.0203,NEUTRAL/TRENDING,0.821,0.203
AAL,2022-07-13,2022-07-26,14.33,14.2,248,-32.16,-0.009,9,trail_loss,0.3337,0.6805,0.0315,NEUTRAL/MIXED,1.265,-0.424
CPNG,2022-07-06,2022-07-27,15.95,16.99,142,147.37,0.0651,15,trail_profit,0.4045,0.9704,0.0199,NEUTRAL/TRENDING,2.0,-0.032
QCOM,2022-07-13,2022-07-28,135.67,148.75,25,326.93,0.0964,11,trail_profit,0.2941,0.6481,0.0311,NEUTRAL/TRENDING,1.979,0.501
ANET,2022-07-07,2022-08-01,102.06,117.73,43,673.86,0.1535,17,profit_target,0.3718,0.627,0.0391,NEUTRAL/TRENDING,1.552,1.0
XBI,2022-07-12,2022-08-02,81.88,81.66,26,-5.77,-0.0027,15,trail_loss,0.2922,0.7275,0.0194,NEUTRAL/TRENDING,1.669,-0.243
SOXL,2022-07-14,2022-08-03,14.09,21.57,158,1181.72,0.5308,14,profit_target,0.3471,0.6091,0.0197,NEUTRAL/MIXED,1.516,1.0
PYPL,2022-07-25,2022-08-09,81.69,94.4,44,559.11,0.1556,11,trail_profit,0.4144,0.6486,0.0317,NEUTRAL/TRENDING,1.859,0.894
STM,2022-07-27,2022-08-09,36.33,37.31,125,122.33,0.0269,9,trail_profit,0.3798,0.6454,0.0395,NEUTRAL/TRENDING,2.0,0.242
IWM,2022-07-26,2022-08-10,179.35,195.55,20,324.04,0.0903,11,profit_target,0.34,0.4781,0.0314,NEUTRAL/TRENDING,1.533,0.683
PBR,2022-07-28,2022-08-10,13.44,15.53,347,726.0,0.1557,9,profit_target,0.4728,0.8777,0.04,NEUTRAL/TRENDING,2.0,1.0
SMCI,2022-07-21,2022-08-12,51.61,63.59,89,1066.47,0.2322,16,trail_profit,0.362,0.8322,0.0395,NEUTRAL/TRENDING,2.0,0.906
RBLX,2022-08-03,2022-08-16,47.1,46.18,98,-90.49,-0.0196,9,trail_loss,0.41,0.6339,0.0394,NEUTRAL/TRENDING,2.0,0.085
CORZ,2022-08-01,2022-08-17,2.41,2.88,1955,916.03,0.1944,12,momentum_break,0.463,0.8802,0.04,NEUTRAL/TRENDING,2.0,0.334
UBER,2022-08-02,2022-08-18,29.27,30.14,157,136.58,0.0297,12,momentum_break,0.3012,0.7715,0.0392,NEUTRAL/TRENDING,2.0,-0.243
U,2022-08-09,2022-08-18,50.32,51.08,95,72.62,0.0152,7,momentum_break,0.4118,1.007,0.0398,NEUTRAL/TRENDING,2.0,-0.203
IREN,2022-08-10,2022-08-19,5.82,5.17,822,-534.66,-0.1118,7,trail_loss,0.4284,0.9542,0.0398,NEUTRAL/TRENDING,2.0,-0.293
NFLX,2022-07-21,2022-08-22,224.02,238.64,20,292.32,0.0652,22,trail_profit,0.3274,0.7244,0.0392,NEUTRAL/TRENDING,1.961,-0.015
XBI,2022-08-09,2022-08-23,90.75,87.99,53,-146.53,-0.0305,10,trail_loss,0.464,0.8752,0.0398,NEUTRAL/TRENDING,1.422,-0.786
MDT,2022-08-12,2022-08-23,94.87,93.68,51,-60.63,-0.0125,7,trail_loss,0.4622,0.6625,0.0398,NEUTRAL/TRENDING,0.536,-0.714
RGTI,2022-08-18,2022-08-24,5.66,4.5,825,-958.86,-0.2053,4,trail_loss,0.2467,0.6322,0.0387,NEUTRAL/TRENDING,1.992,-0.954
TTD,2022-08-10,2022-08-26,74.28,66.01,63,-520.8,-0.1113,12,trail_loss,0.3006,0.7724,0.0391,NEUTRAL/TRENDING,2.0,-0.433
TSCO,2022-08-17,2022-08-26,204.95,194.52,23,-239.87,-0.0509,7,trail_loss,0.3963,0.7493,0.0397,NEUTRAL/TRENDING,0.85,-0.546
EQT,2022-07-26,2022-08-30,45.58,47.84,79,178.57,0.0496,25,trail_profit,0.2317,0.5327,0.0311,NEUTRAL/TRENDING,1.943,0.354
MO,2022-08-19,2022-08-30,45.47,45.3,106,-18.45,-0.0038,7,trail_loss,0.449,0.6254,0.0399,NEUTRAL/TRENDING,0.88,0.235
OXY,2022-08-22,2022-08-31,69.06,70.97,33,63.18,0.0277,7,momentum_break,0.2593,0.6496,0.0195,NEUTRAL/TRENDING,2.0,-0.04
DVN,2022-08-16,2022-09-01,63.58,68.24,76,354.24,0.0733,12,trail_profit,0.3984,0.5874,0.0397,NEUTRAL/MIXED,1.978,0.131
NVTS,2022-08-18,2022-09-01,7.07,5.22,666,-1233.84,-0.262,10,trail_loss,0.2802,0.6628,0.039,NEUTRAL/TRENDING,2.0,-0.124
FCX,2022-08-26,2022-09-01,32.22,28.68,119,-421.48,-0.1099,4,trail_loss,0.4785,1.0016,0.0321,NEUTRAL/TRENDING,1.124,-0.637
KWEB,2022-08-30,2022-09-06,28.83,28.21,81,-50.32,-0.0215,4,trail_loss,0.4174,0.7883,0.0197,NEUTRAL/TRENDING,0.894,-0.425
COP,2022-08-23,2022-09-07,108.51,107.14,21,-28.69,-0.0126,10,trail_loss,0.2879,0.7046,0.0194,NEUTRAL/TRENDING,2.0,-0.393
JD,2022-08-26,2022-09-07,63.5,58.85,59,-274.61,-0.0733,7,trail_loss,0.3309,0.85,0.0313,NEUTRAL/TRENDING,1.052,-0.478
SHEL,2022-08-30,2022-09-07,54.44,52.04,43,-103.06,-0.044,5,trail_loss,0.4138,0.8599,0.0198,NEUTRAL/TRENDING,0.948,-0.783
SQQQ,2022-08-23,2022-09-09,39.75,43.13,58,196.3,0.0851,12,trail_profit,0.3906,0.8579,0.0198,NEUTRAL/TRENDING,1.129,0.165
QID,2022-08-24,2022-09-09,20.24,21.59,115,155.26,0.0667,11,trail_profit,0.4202,0.8049,0.0198,NEUTRAL/TRENDING,1.422,0.237
APLD,2022-09-01,2022-09-14,2.2,2.08,1064,-132.89,-0.0568,8,trail_loss,0.388,1.0216,0.0197,NEUTRAL/TRENDING,0.923,-0.141
RBLX,2022-09-08,2022-09-14,41.9,42.73,55,45.64,0.0198,4,trail_profit,0.4742,0.8057,0.0198,NEUTRAL/TRENDING,-1.458,0.704
RIOT,2022-09-09,2022-09-14,8.25,7.46,561,-444.08,-0.096,3,trail_loss,0.3727,0.7768,0.0394,NEUTRAL/TRENDING,-1.454,0.463
CSX,2022-09-09,2022-09-14,32.64,31.45,142,-169.39,-0.0365,3,trail_loss,0.5141,0.6575,0.0396,NEUTRAL/TRENDING,-0.806,-0.172
NEE,2022-09-07,2022-09-15,90.3,87.18,26,-81.21,-0.0346,6,trail_loss,0.5354,1.2037,0.0201,NEUTRAL/TRENDING,0.603,-0.314
HOOD,2022-09-06,2022-09-16,9.58,10.27,241,166.26,0.072,8,trail_profit,0.4079,0.9432,0.0196,NEUTRAL/MIXED,0.552,0.998
RBLX,2022-09-14,2022-09-16,45.18,39.87,51,-271.04,-0.1176,2,trail_loss,0.4085,0.8465,0.0197,NEUTRAL/TRENDING,-0.148,0.09
NOW,2022-09-14,2022-09-16,457.75,425.32,5,-162.17,-0.0709,2,trail_loss,0.4954,0.7249,0.0198,NEUTRAL/TRENDING,-1.396,-0.472
RIOT,2022-09-14,2022-09-16,7.56,6.72,302,-252.75,-0.1107,2,trail_loss,0.3856,0.6751,0.0195,NEUTRAL/TRENDING,-1.264,-0.074
DKNG,2022-09-09,2022-09-20,17.64,17.46,266,-48.15,-0.0103,7,trail_loss,0.5122,0.7513,0.0399,NEUTRAL/TRENDING,-0.42,0.292
PINS,2022-08-31,2022-09-21,23.05,23.91,101,87.17,0.0374,14,momentum_break,0.4075,0.8689,0.0197,NEUTRAL/TRENDING,1.506,0.224
CMG,2022-09-07,2022-09-21,1683.63,1673.51,1,-10.12,-0.006,10,trail_loss,0.4976,1.1642,0.0199,NEUTRAL/TRENDING,1.143,0.059
CPNG,2022-09-15,2022-09-22,18.33,16.72,125,-201.78,-0.0881,5,trail_loss,0.4366,0.9133,0.0196,NEUTRAL/TRENDING,0.834,-0.593
CCL,2022-09-19,2022-09-22,10.79,9.64,213,-244.19,-0.1062,3,trail_loss,0.4228,1.0316,0.0198,NEUTRAL/TRENDING,1.478,-0.747
POET,2022-09-21,2022-09-22,3.5,3.4,666,-67.73,-0.0291,1,trail_loss,0.5141,0.9266,0.0201,NEUTRAL/MIXED,0.0,0.0
NCLH,2022-09-15,2022-09-23,15.49,13.36,147,-312.87,-0.1374,6,trail_loss,0.369,0.9345,0.0195,NEUTRAL/TRENDING,1.874,-0.634
PLTR,2022-09-16,2022-09-23,7.78,7.5,302,-85.22,-0.0363,5,trail_loss,0.5141,1.021,0.02,NEUTRAL/TRENDING,-0.996,-0.692
IREN,2022-09-19,2022-09-23,4.35,3.42,528,-490.04,-0.2134,4,trail_loss,0.4309,0.8891,0.0197,NEUTRAL/MIXED,-1.975,-0.517
DKNG,2022-09-20,2022-09-23,17.48,15.68,133,-239.11,-0.1029,3,trail_loss,0.4682,0.9086,0.02,NEUTRAL/TRENDING,-0.323,-0.853
TSLA,2022-09-21,2022-09-23,300.83,279.15,7,-151.74,-0.0721,2,trail_loss,0.3543,0.7589,0.0196,NEUTRAL/TRENDING,-2.0,-0.567
NU,2022-09-16,2022-09-26,5.28,4.85,441,-188.5,-0.081,6,trail_loss,0.4693,0.982,0.0198,NEUTRAL/TRENDING,1.399,-0.695
POET,2022-09-26,2022-09-27,3.09,2.88,722,-152.66,-0.0684,1,trail_loss,0.3066,0.7491,0.0194,NEUTRAL/MIXED,0.0,0.0
TSLA,2022-09-23,2022-09-28,275.47,287.61,8,97.09,0.0441,3,momentum_break,0.3626,0.6985,0.0195,NEUTRAL/TRENDING,-0.104,-0.512
WULF,2022-09-27,2022-09-30,1.12,1.28,1971,318.6,0.1443,3,trail_profit,0.2736,0.6178,0.0192,NEUTRAL/MIXED,-1.095,0.874
AAPL,2022-09-28,2022-09-30,149.83,138.89,15,-164.1,-0.073,2,trail_loss,0.4786,0.7034,0.0197,NEUTRAL/MIXED,-1.478,-0.736
QXO,2022-09-29,2022-10-03,2.77,2.65,839,-101.79,-0.0438,2,trail_loss,0.5642,1.3684,0.0202,NEUTRAL/TRENDING,-2.0,0.719
