symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,hold_days,exit_reason,t_statistic,composite_score,kelly_fraction,regime
NVDA,2024-07-12,2024-07-17,129.56,123.42,55,-337.94,-0.0474,3,stop_loss,2.7537,0.6351,0.08,NEUTRAL
NVDA,2024-07-19,2024-07-24,118.07,116.62,60,-86.85,-0.0123,3,stop_loss,1.9878,0.4585,0.08,NEUTRAL
COIN,2024-07-23,2024-07-25,257.59,241.3,27,-439.73,-0.0632,2,stop_loss,1.9779,0.4562,0.08,NEUTRAL
PFE,2024-08-06,2024-08-09,29.31,28.46,242,-205.52,-0.029,3,stop_loss,1.6823,0.388,0.08,NEUTRAL
SBUX,2024-08-09,2024-08-13,75.14,85.97,94,1017.74,0.1441,2,take_profit,1.9805,0.4568,0.08,NEUTRAL
NKE,2024-08-05,2024-08-15,71.47,79.81,99,825.67,0.1167,8,take_profit,2.0039,0.4622,0.08,NEUTRAL
CMG,2024-07-05,2024-08-16,62.78,52.46,28,-288.85,-0.1643,30,time_stop,1.9008,0.4384,0.02,NEUTRAL
AVGO,2024-07-29,2024-08-26,150.16,160.45,41,421.97,0.0685,20,stop_loss,1.677,0.3868,0.0693,NEUTRAL
AMD,2024-08-20,2024-08-26,156.47,149.3,48,-344.1,-0.0458,4,stop_loss,1.9099,0.4405,0.08,NEUTRAL
NET,2024-08-08,2024-08-28,76.85,79.28,92,223.41,0.0316,14,stop_loss,1.8735,0.4321,0.08,NEUTRAL
SHOP,2024-08-12,2024-08-28,68.36,72.32,104,411.46,0.0579,12,stop_loss,1.7778,0.41,0.08,NEUTRAL
NVDA,2024-08-14,2024-08-29,118.03,122.38,62,269.87,0.0369,11,stop_loss,2.3224,0.5357,0.08,NEUTRAL
LOW,2024-08-07,2024-09-03,231.71,244.84,30,393.99,0.0567,18,stop_loss,1.7395,0.4012,0.08,NEUTRAL
CMG,2024-08-29,2024-09-03,55.66,53.28,133,-316.95,-0.0428,2,stop_loss,2.18,0.5028,0.08,NEUTRAL
NCLH,2024-08-29,2024-09-04,17.86,17.22,415,-265.17,-0.0358,3,stop_loss,2.3348,0.5385,0.08,NEUTRAL
LLY,2024-08-12,2024-09-05,884.63,926.75,8,336.95,0.0476,17,stop_loss,1.6506,0.3807,0.08,NEUTRAL
DAL,2024-08-27,2024-09-06,40.84,42.6,183,321.29,0.043,7,stop_loss,1.9717,0.4548,0.08,NEUTRAL
ORCL,2024-09-09,2024-09-10,139.94,152.83,52,670.46,0.0921,1,take_profit,1.6576,0.3823,0.08,NEUTRAL
COST,2024-09-06,2024-09-17,877.66,895.36,8,141.63,0.0202,7,stop_loss,1.6804,0.3876,0.08,NEUTRAL
AAL,2024-09-11,2024-09-23,10.79,10.75,689,-24.13,-0.0032,8,stop_loss,1.6906,0.3899,0.08,NEUTRAL
DAL,2024-09-12,2024-09-26,44.31,51.03,167,1122.99,0.1518,10,take_profit,1.8161,0.4189,0.08,NEUTRAL
CMG,2024-09-13,2024-09-27,56.14,57.1,132,126.65,0.0171,10,stop_loss,1.9663,0.4535,0.08,NEUTRAL
NVDA,2024-09-13,2024-09-27,119.14,120.45,62,81.46,0.011,10,stop_loss,1.8001,0.4152,0.08,NEUTRAL
MU,2024-09-26,2024-09-30,109.94,103.96,68,-406.51,-0.0544,2,stop_loss,2.1251,0.4902,0.08,NEUTRAL
CMG,2024-09-27,2024-10-02,57.37,56.26,131,-145.82,-0.0194,3,stop_loss,1.8921,0.4364,0.08,NEUTRAL
TSLA,2024-09-30,2024-10-02,261.81,250.26,28,-323.31,-0.0441,2,stop_loss,1.6694,0.3851,0.08,NEUTRAL
AMD,2024-10-01,2024-10-10,159.82,166.46,46,305.31,0.0415,7,stop_loss,1.7488,0.4034,0.08,NEUTRAL
NVDA,2024-10-01,2024-10-14,116.95,139.52,64,1444.49,0.193,9,take_profit,1.859,0.4288,0.08,NEUTRAL
AVGO,2024-10-11,2024-10-15,181.5,176.43,41,-207.97,-0.0279,2,stop_loss,1.8136,0.4183,0.08,NEUTRAL
MRVL,2024-10-08,2024-10-16,73.13,78.44,103,547.3,0.0727,6,stop_loss,1.7352,0.4002,0.08,NEUTRAL
MU,2024-09-30,2024-10-21,103.72,108.32,72,331.31,0.0444,15,stop_loss,2.3985,0.5532,0.08,NEUTRAL
CMG,2024-10-03,2024-10-23,56.75,58.52,131,232.2,0.0312,14,stop_loss,2.4598,0.5674,0.08,NEUTRAL
BA,2024-10-22,2024-10-24,159.98,154.79,48,-248.99,-0.0324,2,stop_loss,1.8967,0.4375,0.08,NEUTRAL
SBUX,2024-10-25,2024-10-29,97.37,96.43,78,-73.0,-0.0096,2,stop_loss,1.9075,0.44,0.08,NEUTRAL
AMD,2024-10-28,2024-10-30,160.0,159.53,47,-22.0,-0.0029,2,stop_loss,2.0007,0.4615,0.08,NEUTRAL
CMG,2024-10-29,2024-10-30,60.53,57.98,126,-321.17,-0.0421,1,stop_loss,2.0021,0.4618,0.08,NEUTRAL
TSLA,2024-10-28,2024-11-01,262.63,247.81,29,-429.91,-0.0564,4,stop_loss,2.6179,0.6038,0.08,NEUTRAL
CMG,2024-10-30,2024-11-04,55.8,56.7,137,123.16,0.0161,3,stop_loss,1.7603,0.406,0.08,NEUTRAL
AVGO,2024-10-30,2024-11-11,176.72,177.11,43,16.72,0.0022,8,stop_loss,1.6672,0.3845,0.08,NEUTRAL
GOOGL,2024-10-31,2024-11-14,171.19,175.99,44,211.14,0.028,10,stop_loss,1.7344,0.4,0.08,NEUTRAL
TSLA,2024-11-12,2024-11-14,328.7,317.32,23,-261.75,-0.0346,2,stop_loss,1.875,0.4325,0.08,NEUTRAL
CMG,2024-11-11,2024-11-19,59.3,58.48,129,-106.31,-0.0139,6,stop_loss,1.8618,0.4294,0.08,NEUTRAL
TSLA,2024-11-14,2024-11-27,311.24,327.99,24,401.9,0.0538,9,stop_loss,1.7207,0.3969,0.08,NEUTRAL
AAL,2024-11-21,2024-12-05,14.21,16.65,537,1311.18,0.1718,9,take_profit,1.8873,0.4353,0.08,NEUTRAL
BA,2024-11-26,2024-12-06,150.82,153.64,50,140.76,0.0187,7,stop_loss,1.8577,0.4285,0.08,NEUTRAL
LLY,2024-12-02,2024-12-09,800.22,810.22,9,89.96,0.0125,5,stop_loss,1.6606,0.383,0.08,NEUTRAL
AVGO,2024-11-14,2024-12-10,170.52,173.22,44,118.97,0.0159,17,stop_loss,2.0323,0.4688,0.08,NEUTRAL
NET,2024-11-25,2024-12-18,103.77,113.56,73,714.93,0.0944,16,stop_loss,1.7778,0.4101,0.08,NEUTRAL
DAL,2024-12-24,2024-12-30,62.58,60.04,125,-318.02,-0.0407,3,stop_loss,1.7468,0.4029,0.08,NEUTRAL
DAL,2024-12-30,2025-01-02,60.73,58.63,128,-269.1,-0.0346,2,stop_loss,1.7654,0.4072,0.08,NEUTRAL
AAL,2024-12-31,2025-01-03,17.43,16.85,446,-260.61,-0.0335,2,stop_loss,1.7847,0.4116,0.08,NEUTRAL
PFE,2024-12-18,2025-01-08,25.89,26.8,302,274.22,0.0351,13,stop_loss,1.6948,0.3909,0.08,NEUTRAL
UBER,2024-12-27,2025-01-08,61.2,66.03,127,613.93,0.079,7,stop_loss,1.8475,0.4261,0.08,NEUTRAL
BMY,2024-12-27,2025-01-13,57.73,54.84,135,-389.8,-0.05,9,stop_loss,1.7444,0.4023,0.08,NEUTRAL
SLB,2025-01-03,2025-01-17,38.59,43.34,201,954.41,0.123,9,take_profit,1.9739,0.4553,0.08,NEUTRAL
MRK,2025-01-08,2025-01-17,99.89,98.84,78,-82.27,-0.0106,6,stop_loss,1.673,0.3859,0.08,NEUTRAL
MU,2025-01-08,2025-01-23,99.48,103.53,78,316.11,0.0407,9,stop_loss,1.8151,0.4187,0.08,NEUTRAL
GE,2025-01-14,2025-01-23,176.91,192.86,44,701.95,0.0902,6,take_profit,1.7369,0.4006,0.08,NEUTRAL
LMT,2025-01-21,2025-01-28,506.43,492.55,15,-208.22,-0.0274,5,stop_loss,1.7087,0.3941,0.08,NEUTRAL
UBER,2025-01-08,2025-01-29,64.93,66.68,120,210.52,0.027,13,stop_loss,1.946,0.4488,0.08,NEUTRAL
CMCSA,2025-01-27,2025-01-30,38.26,36.64,208,-336.61,-0.0423,3,stop_loss,1.8431,0.4251,0.08,NEUTRAL
CMG,2025-01-31,2025-02-05,58.39,57.0,135,-188.27,-0.0239,3,stop_loss,1.8401,0.4244,0.08,NEUTRAL
PFE,2025-01-31,2025-02-05,26.52,26.06,298,-138.46,-0.0175,3,stop_loss,1.7294,0.3989,0.08,NEUTRAL
ABNB,2025-02-06,2025-02-10,132.59,133.87,59,75.59,0.0097,2,stop_loss,2.164,0.4991,0.08,NEUTRAL
ABNB,2025-02-10,2025-02-14,135.37,153.29,58,1039.55,0.1324,4,take_profit,1.7175,0.3961,0.08,NEUTRAL
CMCSA,2025-02-12,2025-02-25,34.92,35.8,225,198.75,0.0253,8,stop_loss,1.9837,0.4575,0.08,NEUTRAL
PFE,2025-02-26,2025-03-04,26.42,26.12,302,-91.9,-0.0115,4,stop_loss,2.025,0.4671,0.08,NEUTRAL
CMG,2025-03-03,2025-03-07,54.36,50.08,147,-628.43,-0.0786,4,stop_loss,1.8963,0.4374,0.08,NEUTRAL
ADBE,2025-03-06,2025-03-10,444.82,437.82,17,-118.94,-0.0157,2,stop_loss,1.8642,0.43,0.08,NEUTRAL
PFE,2025-03-04,2025-03-11,25.76,26.35,310,181.36,0.0227,5,stop_loss,1.8715,0.4317,0.08,NEUTRAL
MRK,2025-03-05,2025-03-11,93.22,93.66,85,37.65,0.0048,4,stop_loss,1.9557,0.4511,0.08,NEUTRAL
ADBE,2025-03-10,2025-03-13,435.16,428.71,18,-116.1,-0.0148,3,stop_loss,2.4576,0.5668,0.08,NEUTRAL
PFE,2025-03-14,2025-03-25,25.72,25.74,306,4.64,0.0006,7,stop_loss,1.7666,0.4075,0.08,NEUTRAL
AVGO,2025-03-17,2025-03-26,194.69,181.72,40,-518.89,-0.0666,7,stop_loss,1.806,0.4165,0.08,NEUTRAL
MRVL,2025-03-21,2025-03-26,70.43,66.52,113,-442.18,-0.0556,3,stop_loss,1.7263,0.3982,0.08,NEUTRAL
AMD,2025-03-24,2025-03-26,113.94,108.75,70,-362.97,-0.0455,2,stop_loss,1.7498,0.4036,0.08,NEUTRAL
PYPL,2025-03-13,2025-03-27,66.96,68.75,118,211.17,0.0267,10,stop_loss,1.774,0.4092,0.08,NEUTRAL
SLB,2025-03-10,2025-03-28,41.17,41.73,193,107.88,0.0136,14,stop_loss,1.7141,0.3954,0.08,NEUTRAL
DAL,2025-03-25,2025-03-28,48.73,45.39,165,-550.66,-0.0685,3,stop_loss,1.8131,0.4182,0.08,NEUTRAL
COIN,2025-03-26,2025-03-28,194.0,175.0,41,-779.15,-0.098,2,stop_loss,2.2425,0.5172,0.08,NEUTRAL
CMCSA,2025-03-11,2025-03-31,35.98,36.35,221,81.82,0.0103,14,stop_loss,2.1042,0.4853,0.08,NEUTRAL
AAL,2025-03-26,2025-04-01,11.46,10.04,701,-991.93,-0.1235,4,stop_loss,1.9299,0.4451,0.08,NEUTRAL
TSLA,2025-03-28,2025-04-02,263.67,251.69,29,-347.41,-0.0454,3,stop_loss,1.7229,0.3974,0.08,NEUTRAL
UNH,2025-03-06,2025-04-04,487.88,532.93,16,720.82,0.0923,21,stop_loss,2.2739,0.5245,0.08,NEUTRAL
PEP,2025-04-02,2025-04-04,149.11,149.93,51,42.07,0.0055,2,stop_loss,1.7968,0.4144,0.08,NEUTRAL
CMG,2025-04-04,2025-04-08,47.32,45.72,163,-261.06,-0.0338,2,stop_loss,2.2143,0.5107,0.08,NEUTRAL
WMT,2025-04-04,2025-04-08,83.15,82.65,92,-46.29,-0.0061,2,stop_loss,2.202,0.5079,0.08,NEUTRAL
PEP,2025-04-04,2025-04-09,146.57,138.78,52,-405.05,-0.0531,3,stop_loss,2.3131,0.5335,0.08,NEUTRAL
JNJ,2025-04-04,2025-04-09,153.29,147.58,50,-285.66,-0.0373,3,stop_loss,1.8948,0.437,0.08,NEUTRAL
KHC,2025-04-07,2025-04-09,28.53,27.81,270,-195.31,-0.0254,2,stop_loss,2.8205,0.6506,0.08,NEUTRAL
GIS,2025-04-07,2025-04-09,58.69,56.67,131,-264.75,-0.0344,2,stop_loss,2.3689,0.5464,0.08,NEUTRAL
KO,2025-04-07,2025-04-09,68.38,67.44,112,-105.4,-0.0138,2,stop_loss,2.1479,0.4954,0.08,NEUTRAL
AMGN,2025-04-07,2025-04-09,289.58,281.99,26,-197.36,-0.0262,2,stop_loss,1.8149,0.4186,0.08,NEUTRAL
WMT,2025-04-08,2025-04-14,81.86,95.3,93,1250.14,0.1642,4,take_profit,2.4285,0.5601,0.08,NEUTRAL
AAL,2025-04-09,2025-04-21,11.13,9.14,682,-1360.3,-0.1792,7,stop_loss,2.03,0.4682,0.08,NEUTRAL
KO,2025-04-23,2025-04-29,73.3,70.43,102,-292.95,-0.0392,4,stop_loss,1.7155,0.3957,0.08,NEUTRAL
NCLH,2025-04-28,2025-04-30,17.46,16.14,446,-587.15,-0.0754,2,stop_loss,1.8137,0.4183,0.08,NEUTRAL
PFE,2025-04-23,2025-05-06,22.37,23.36,336,332.13,0.0442,9,stop_loss,1.8925,0.4365,0.08,NEUTRAL
MRVL,2025-04-11,2025-05-07,53.34,58.9,140,779.1,0.1043,17,stop_loss,1.7218,0.3971,0.08,NEUTRAL
COIN,2025-04-10,2025-05-13,169.72,249.83,44,3524.62,0.472,22,take_profit,1.7134,0.3952,0.08,NEUTRAL
JNJ,2025-05-09,2025-05-13,154.28,151.32,51,-150.73,-0.0192,2,stop_loss,1.6964,0.3913,0.08,NEUTRAL
NET,2025-04-16,2025-05-14,109.54,153.43,69,3028.63,0.4007,19,take_profit,2.0137,0.4645,0.08,NEUTRAL
DAL,2025-04-09,2025-05-15,44.28,50.33,171,1034.28,0.1366,25,stop_loss,1.9503,0.4498,0.08,NEUTRAL
AAL,2025-04-30,2025-05-15,9.94,11.71,784,1387.85,0.1781,11,stop_loss,1.822,0.4203,0.08,NEUTRAL
NCLH,2025-05-07,2025-05-19,17.3,18.46,451,522.78,0.067,8,stop_loss,1.7021,0.3926,0.08,NEUTRAL
CCL,2025-05-09,2025-05-21,20.19,22.23,393,801.98,0.1011,8,stop_loss,1.9313,0.4454,0.08,NEUTRAL
SQ,2025-04-09,2025-05-22,86.99,86.91,87,-7.26,-0.001,30,time_stop,1.8645,0.43,0.08,NEUTRAL
GOOGL,2025-05-20,2025-05-30,164.06,167.7,51,185.71,0.0222,7,stop_loss,1.9629,0.4527,0.08,NEUTRAL
SHOP,2025-05-19,2025-06-04,109.19,103.18,77,-463.06,-0.0551,11,stop_loss,1.8128,0.4181,0.08,NEUTRAL
COST,2025-05-23,2025-06-05,1009.68,1039.37,8,237.48,0.0294,8,stop_loss,1.6992,0.3919,0.08,NEUTRAL
AMGN,2025-05-28,2025-06-05,278.68,285.1,30,192.59,0.023,6,stop_loss,2.0221,0.4664,0.08,NEUTRAL
ABNB,2025-06-04,2025-06-09,133.64,138.36,63,297.43,0.0353,3,stop_loss,1.7032,0.3928,0.08,NEUTRAL
NCLH,2025-06-04,2025-06-11,18.4,19.12,459,329.29,0.039,5,stop_loss,2.2613,0.5216,0.08,NEUTRAL
JNJ,2025-05-28,2025-06-16,152.49,154.69,55,121.0,0.0144,13,stop_loss,1.7777,0.41,0.08,NEUTRAL
UNH,2025-05-29,2025-06-16,298.35,306.11,28,217.33,0.026,12,stop_loss,2.1505,0.496,0.08,NEUTRAL
UNH,2025-06-18,2025-06-23,307.44,297.97,27,-255.72,-0.0308,2,stop_loss,2.0199,0.4659,0.08,NEUTRAL
NKE,2025-06-12,2025-06-27,62.85,71.2,135,1127.84,0.1329,10,take_profit,1.7159,0.3958,0.08,NEUTRAL
UNH,2025-06-23,2025-07-02,300.9,315.19,28,400.14,0.0475,7,stop_loss,1.9831,0.4574,0.08,NEUTRAL
TGT,2025-06-18,2025-07-07,95.2,102.03,88,600.82,0.0717,11,stop_loss,1.9893,0.4588,0.08,NEUTRAL
LMT,2025-07-11,2025-07-18,467.7,463.33,18,-78.72,-0.0094,5,stop_loss,1.701,0.3923,0.08,NEUTRAL
MSFT,2025-07-18,2025-07-23,510.25,502.77,16,-119.66,-0.0147,3,stop_loss,1.6782,0.3871,0.08,NEUTRAL
DAL,2025-07-15,2025-07-30,55.74,54.15,154,-245.54,-0.0286,11,stop_loss,1.7099,0.3944,0.08,NEUTRAL
MRVL,2025-07-21,2025-07-31,73.08,80.82,118,913.82,0.106,8,stop_loss,1.6556,0.3819,0.08,NEUTRAL
HAL,2025-07-28,2025-08-01,22.86,22.01,376,-320.52,-0.0373,4,stop_loss,1.69,0.3898,0.08,NEUTRAL
NCLH,2025-08-06,2025-08-11,24.81,23.9,348,-315.93,-0.0366,3,stop_loss,1.9318,0.4456,0.08,NEUTRAL
TGT,2025-08-01,2025-08-13,99.8,104.0,86,360.78,0.042,8,stop_loss,1.7506,0.4038,0.08,NEUTRAL
COST,2025-08-05,2025-08-13,943.8,971.94,9,253.28,0.0298,6,stop_loss,1.907,0.4398,0.08,NEUTRAL
MRVL,2025-08-15,2025-08-19,76.23,71.97,113,-481.69,-0.0559,2,stop_loss,1.823,0.4205,0.08,NEUTRAL
TSLA,2025-08-13,2025-08-20,339.47,323.61,25,-396.42,-0.0467,5,stop_loss,1.9585,0.4517,0.08,NEUTRAL
AAL,2025-08-14,2025-08-21,12.83,12.74,675,-63.6,-0.0073,5,stop_loss,1.7355,0.4003,0.08,NEUTRAL
CMG,2025-08-21,2025-08-28,42.95,42.25,200,-140.37,-0.0163,5,stop_loss,1.7094,0.3943,0.08,NEUTRAL
GIS,2025-08-25,2025-08-28,49.35,48.3,174,-182.09,-0.0212,3,stop_loss,1.7257,0.398,0.08,NEUTRAL
FCX,2025-08-27,2025-09-02,43.89,43.37,196,-101.03,-0.0117,3,stop_loss,1.9355,0.4464,0.08,NEUTRAL
LLY,2025-08-21,2025-09-05,709.44,723.22,12,165.37,0.0194,10,stop_loss,1.7719,0.4087,0.08,NEUTRAL
SNOW,2025-09-03,2025-09-16,229.5,217.12,37,-457.91,-0.0539,9,stop_loss,1.7894,0.4127,0.08,NEUTRAL
COIN,2025-08-28,2025-09-17,308.62,316.65,27,216.79,0.026,13,stop_loss,1.7669,0.4075,0.08,NEUTRAL
DDOG,2025-09-30,2025-10-08,142.48,162.57,59,1185.23,0.141,6,take_profit,2.0422,0.471,0.08,NEUTRAL
MRVL,2025-09-29,2025-10-10,82.49,86.91,103,455.36,0.0536,9,stop_loss,1.7061,0.3935,0.08,NEUTRAL
AAL,2025-10-08,2025-10-10,11.81,11.87,732,45.98,0.0053,2,stop_loss,1.8011,0.4154,0.08,NEUTRAL
AAL,2025-10-13,2025-10-16,11.74,11.85,739,84.3,0.0097,3,stop_loss,1.6625,0.3835,0.08,NEUTRAL
CRM,2025-10-14,2025-10-17,239.99,243.58,36,129.1,0.0149,3,stop_loss,1.7448,0.4024,0.08,NEUTRAL
KO,2025-10-15,2025-10-21,67.12,71.28,129,537.2,0.062,4,take_profit,1.8852,0.4348,0.08,NEUTRAL
KHC,2025-10-16,2025-10-23,25.13,25.3,346,59.38,0.0068,5,stop_loss,2.0559,0.4742,0.08,NEUTRAL
LOW,2025-10-20,2025-10-23,242.44,240.87,35,-54.93,-0.0065,3,stop_loss,1.9115,0.4409,0.08,NEUTRAL
NET,2025-10-30,2025-11-03,222.58,258.07,39,1384.15,0.1595,2,take_profit,1.8149,0.4186,0.08,NEUTRAL
OXY,2025-11-10,2025-11-12,41.83,41.88,211,10.5,0.0012,2,stop_loss,1.7249,0.3979,0.08,NEUTRAL
FCX,2025-11-03,2025-11-14,41.19,40.11,214,-230.79,-0.0262,9,stop_loss,1.8374,0.4238,0.08,NEUTRAL
OXY,2025-11-12,2025-11-18,41.98,41.56,210,-87.17,-0.0099,4,stop_loss,2.116,0.488,0.08,NEUTRAL
GE,2025-11-17,2025-11-21,300.19,294.86,29,-154.43,-0.0177,4,stop_loss,1.66,0.3829,0.08,NEUTRAL
KHC,2025-11-21,2025-12-01,25.3,25.09,348,-71.48,-0.0081,5,stop_loss,1.8893,0.4358,0.08,NEUTRAL
ORCL,2025-12-05,2025-12-11,217.63,209.81,40,-312.81,-0.0359,4,stop_loss,1.6935,0.3906,0.08,NEUTRAL
CCL,2025-12-12,2025-12-22,27.65,32.05,315,1387.25,0.1593,6,take_profit,1.6647,0.384,0.08,NEUTRAL
NCLH,2025-12-17,2025-12-23,21.55,23.08,405,620.33,0.0711,4,stop_loss,1.6613,0.3832,0.08,NEUTRAL
